"Year","Treatment","AGB","AGB.c","AGB.d","rep","AGB.sc"
2136,"Log_Single",390.980712890625,-86.1559109640593,17.373748779297,"1",-1.28730723640304
2137,"Log_Single",382.422760009766,-94.7138638449183,18.809722900391,"1",-1.33882138854043
2138,"Log_Single",407.099975585938,-70.0366482687463,19.29150390625,"1",-1.19027817321597
2139,"Log_Single",420.681762695312,-56.4548611593723,20.747772216796,"1",-1.10852331230587
2140,"Log_Single",468.046020507812,-9.09060334687234,22.219482421874,"1",-0.823416626537045
2141,"Log_Single",504.359710693359,27.2230868386746,23.311218261718,"1",-0.604828257691017
2142,"Log_Single",564.042785644531,86.9061617898467,25.547607421875,"1",-0.245569093044504
2143,"Log_Single",620.559509277344,143.42288542266,27.02880859375,"1",0.0946303845711101
2144,"Log_Single",624.656677246094,147.52005339141,21.355224609375,"1",0.119293074003144
2145,"Log_Single",508.234222412109,31.0975985574246,13.158660888671,"1",-0.581505835972129
2146,"Log_Single",463.725921630859,-13.4107022238254,5.91500854492097,"1",-0.849421236972989
2147,"Log_Single",442.228546142578,-34.9080777121063,2.00036621093699,"1",-0.978823570320101
2148,"Log_Single",414.655639648438,-62.4809842062463,1.48666381836,"1",-1.14479724647645
2149,"Log_Single",437.308929443359,-39.8276944113254,1.15319824218699,"1",-1.00843694709716
2150,"Log_Single",462.183197021484,-14.9534268332004,1.25140380859295,"1",-0.858707587498613
2151,"Log_Single",485.787078857422,8.65045500273766,1.77502441406301,"1",-0.716625248783128
2152,"Log_Single",507.655120849609,30.5184969949246,2.86572265625,"1",-0.584991707699741
2153,"Log_Single",529.752014160156,52.6153903054717,4.11712646484398,"1",-0.451980608011514
2154,"Log_Single",557.490539550781,80.3539156960967,5.23059082031205,"1",-0.285009997524121
2155,"Log_Single",583.986083984375,106.849460129691,5.70935058593705,"1",-0.125521446241281
2156,"Log_Single",585.955383300781,108.818759446097,5.208984375,"1",-0.113667351459305
2157,"Log_Single",524.876342773438,47.7397189187536,5.14477539062591,"1",-0.481329458266235
2158,"Log_Single",509.350341796875,32.2137179421907,6.35421752929699,"1",-0.57478741340183
2159,"Log_Single",530.218811035156,53.0821871804717,6.03857421875,"1",-0.449170748507638
2160,"Log_Single",535.601684570312,58.4650607156277,5.58038330078102,"1",-0.416768821307672
2161,"Log_Single",590.369873046875,113.233249192191,4.61785888671898,"1",-0.0870945600972681
2162,"Log_Single",634.557434082031,157.420810227347,3.33477783203102,"1",0.178890164688519
2163,"Log_Single",689.531677246094,212.39505339141,2.21813964843795,"1",0.509804761370299
2164,"Log_Single",741.676940917969,264.540317063285,3.25183105468795,"1",0.823690463176991
2165,"Log_Single",727.9921875,250.855563645316,9.87017822265602,"1",0.741315801929137
2166,"Log_Single",681.296081542969,204.159457688285,23.5479125976569,"1",0.460231021493597
2167,"Log_Single",666.712097167969,189.575473313285,29.507568359375,"1",0.372443486282538
2168,"Log_Single",631.876281738281,154.739657883597,31.823486328125,"1",0.16275110764272
2169,"Log_Single",504.693267822266,27.5566439675817,21.918395996094,"1",-0.602820427906927
2170,"Log_Single",452.659393310547,-24.4772305441373,13.050140380859,"1",-0.9160356284591
2171,"Log_Single",418.190643310547,-58.9459805441373,9.62451171875,"1",-1.12351847584155
2172,"Log_Single",377.744750976562,-99.3918728781223,8.87466430664,"1",-1.36698042054159
2173,"Log_Single",368.569580078125,-108.567043776559,8.61831665039102,"1",-1.42220988442491
2174,"Log_Single",391.91748046875,-85.2191433859343,8.15530395507801,"1",-1.28166841270201
2175,"Log_Single",403.211761474609,-73.9248623800754,6.71652221679699,"1",-1.21368307577412
2176,"Log_Single",447.632965087891,-29.5036587667933,5.14886474609403,"1",-0.946291951644599
2177,"Log_Single",482.173858642578,5.03723478789368,3.87194824218699,"1",-0.738374839887989
2178,"Log_Single",538.724670410156,61.5880465554717,2.26837158203102,"1",-0.397970170518598
2179,"Log_Single",593.678527832031,116.541903977347,1.773193359375,"1",-0.0671782847513461
2180,"Log_Single",612.258605957031,135.121982102347,2.601318359375,"1",0.0446635288903851
1979,"Log_Sequential",41.4257659912109,-431.232165327167,0,"1",-3.39143505360884
1980,"Log_Sequential",48.0989112854004,-424.559020032977,0,"1",-3.35126640268198
1981,"Log_Sequential",65.9640502929688,-406.693881025409,0,"1",-3.2437281278628
1982,"Log_Sequential",83.9157333374023,-388.742197980975,0,"1",-3.13566890571618
1983,"Log_Sequential",112.079406738281,-360.578524580097,0,"1",-2.96613913889946
1984,"Log_Sequential",145.795028686523,-326.862902631854,0,"1",-2.76318970664295
1985,"Log_Sequential",168.118942260742,-304.538989057635,0,"1",-2.62881207028832
1986,"Log_Sequential",195.397171020508,-277.26076029787,0,"1",-2.46461219142337
1987,"Log_Sequential",236.074295043945,-236.583636274433,0,"1",-2.21975835959855
1988,"Log_Sequential",259.536773681641,-213.121157636736,0,"1",-2.07852719007836
1989,"Log_Sequential",271.063598632812,-201.594332685566,0,"1",-2.0091420669698
1990,"Log_Sequential",315.038970947266,-157.618960371111,0,"1",-1.74443460114913
1991,"Log_Sequential",331.012298583984,-141.645632734394,0,"1",-1.64828398645497
1992,"Log_Sequential",303.661163330078,-168.996767988299,0,"1",-1.81292272216842
1993,"Log_Sequential",293.639801025391,-179.018130292986,0,"1",-1.87324579119842
1994,"Log_Sequential",334.301055908203,-138.356875410174,0,"1",-1.62848748283999
1995,"Log_Sequential",345.723541259766,-126.934390058611,0,"1",-1.55973042652299
1996,"Log_Sequential",407.899871826172,-64.7580594922055,0,"1",-1.18546323941262
1997,"Log_Sequential",427.620727539062,-45.0372037793155,0,"1",-1.06675457442973
1998,"Log_Sequential",495.212738037109,22.5548067187315,0,"1",-0.659887983722515
1999,"Log_Sequential",520.390930175781,47.7329988574035,0,"1",-0.508329166043482
2000,"Log_Sequential",368.338104248047,-104.319827070331,0,"1",-1.4236032411415
2001,"Log_Sequential",213.763595581055,-258.894335737323,0,"1",-2.3540564542975
2002,"Log_Sequential",170.327438354492,-302.330492963885,0,"1",-2.61551814294938
2003,"Log_Sequential",169.246566772461,-303.411364545917,0,"1",-2.62202439320488
2004,"Log_Sequential",174.075271606445,-298.582659711932,0,"1",-2.5929582556709
2005,"Log_Sequential",203.312240600586,-269.345690717792,0,"1",-2.41696784186893
2006,"Log_Sequential",229.404495239258,-243.253436079119,0,"1",-2.2599068725254
2007,"Log_Sequential",253.247207641602,-219.410723676776,0,"1",-2.11638690564063
2008,"Log_Sequential",276.233947753906,-196.423983564471,0,"1",-1.97801941942366
2009,"Log_Sequential",301.592803955078,-171.065127363299,0,"1",-1.82537310381949
2010,"Log_Sequential",333.539672851562,-139.118258466816,0,"1",-1.63307058853836
2011,"Log_Sequential",359.425048828125,-113.232882490253,0,"1",-1.4772549145385
2012,"Log_Sequential",370.696899414062,-101.961031904316,0,"1",-1.40940459635639
2013,"Log_Sequential",356.141632080078,-116.516299238299,0,"1",-1.49701927083306
2014,"Log_Sequential",371.670196533203,-100.987734785174,0,"1",-1.40354588498366
2015,"Log_Sequential",401.046051025391,-71.6118802929865,0,"1",-1.22671945715174
2016,"Log_Sequential",416.856353759766,-55.8015775586115,0,"1",-1.13155016237584
2017,"Log_Sequential",467.499237060547,-5.15869425783052,0,"1",-0.826707961051355
2018,"Log_Sequential",506.386566162109,33.7286348437315,0,"1",-0.592627706644375
2019,"Log_Sequential",560.381286621094,87.7233553027165,0,"1",-0.267609295925977
2020,"Log_Sequential",620.819274902344,148.161343583966,0,"1",0.096194030236447
2021,"Log_Sequential",620.158935546875,147.501004228497,0,"1",0.0922191518404681
2022,"Log_Sequential",594.623291015625,121.965359697247,0,"1",-0.0614913319191665
2023,"Log_Sequential",601.544860839844,128.886929521466,0,"1",-0.0198273024581209
2024,"Log_Sequential",582.907287597656,110.249356279279,0,"1",-0.132015204966572
2025,"Log_Sequential",454.394287109375,-18.2636442090025,0,"1",-0.905592525495198
2026,"Log_Sequential",394.552703857422,-78.1052274609555,0,"1",-1.26580582261184
2027,"Log_Sequential",353.513214111328,-119.144717207049,0,"1",-1.51284089605206
2028,"Log_Sequential",322.241363525391,-150.416567792986,0,"1",-1.70108017373079
2029,"Log_Sequential",325.450469970703,-147.207461347674,0,"1",-1.68176312443754
2030,"Log_Sequential",359.062133789062,-113.595797529316,0,"1",-1.47943946273543
2031,"Log_Sequential",378.616058349609,-94.0418729687685,0,"1",-1.36173563113944
2032,"Log_Sequential",430.447357177734,-42.2105741406435,0,"1",-1.04973982437563
2033,"Log_Sequential",467.261627197266,-5.39630412111148,0,"1",-0.828138241261682
2034,"Log_Sequential",529.082336425781,56.4244051074035,0,"1",-0.456011698293487
2035,"Log_Sequential",584.581665039062,111.923733720685,0,"1",-0.121936377067798
2036,"Log_Sequential",573.082153320312,100.424222001935,0,"1",-0.191157089594772
2037,"Log_Sequential",444.798370361328,-27.8595609570495,0,"1",-0.963354647130875
2038,"Log_Sequential",399.923736572266,-72.7341947461115,0,"1",-1.23347517061372
2039,"Log_Sequential",382.29150390625,-90.3664274121275,0,"1",-1.33961147782692
2040,"Log_Sequential",364.162994384766,-108.494936933611,0,"1",-1.44873509775272
2041,"Log_Sequential",393.060882568359,-79.5970487500185,0,"1",-1.2747857632491
2042,"Log_Sequential",422.237396240234,-50.4205350781435,0,"1",-1.09915925711431
2043,"Log_Sequential",448.727661132812,-23.9302701855655,0,"1",-0.939702485753944
2044,"Log_Sequential",473.101654052734,0.44372273435647,0,"1",-0.792984503433577
2045,"Log_Sequential",498.663482666016,26.0055513476385,0,"1",-0.639116405954382
2046,"Log_Sequential",531.75927734375,59.1013460253725,0,"1",-0.439897991706077
2047,"Log_Sequential",565.152954101562,92.4950227831845,0,"1",-0.238886491774107
2048,"Log_Sequential",571.69921875,99.0412874316225,0,"1",-0.19948159229336
2049,"Log_Sequential",509.542877197266,36.8849458788885,0,"1",-0.573628456575863
2050,"Log_Sequential",492.009857177734,19.3519258593565,0,"1",-0.679167558425105
2051,"Log_Sequential",516.616882324219,43.9589510058415,0,"1",-0.531046850740482
2052,"Log_Sequential",527.864318847656,55.2063875292785,0,"1",-0.46334349173744
2053,"Log_Sequential",589.480651855469,116.822720537091,0,"1",-0.0924471807970538
2054,"Log_Sequential",637.298522949219,164.640591630841,0,"1",0.195390006518945
2055,"Log_Sequential",696.77294921875,224.115017900372,0,"1",0.553393221281303
2056,"Log_Sequential",755.83740234375,283.179471025372,0,"1",0.908928624029079
2057,"Log_Sequential",717.476867675781,244.818936357404,0,"1",0.678019381308543
2058,"Log_Sequential",597.386901855469,124.728970537091,0,"1",-0.044855920246047
2059,"Log_Sequential",567.883605957031,95.2256746386535,0,"1",-0.222449474992736
2060,"Log_Sequential",538.677368164062,66.0194368456845,0,"1",-0.398254903928053
2061,"Log_Sequential",456.187408447266,-16.4705228711115,0,"1",-0.894798924889204
2062,"Log_Sequential",439.146209716797,-33.5117216015805,0,"1",-0.997377534076017
2063,"Log_Sequential",416.551147460938,-56.1067838574395,0,"1",-1.13338733581323
2064,"Log_Sequential",378.190826416016,-94.4671049023615,0,"1",-1.36429529264094
2065,"Log_Sequential",370.281036376953,-102.376894941424,0,"1",-1.41190786227292
2066,"Log_Sequential",397.759521484375,-74.8984098340025,0,"1",-1.24650255074163
2067,"Log_Sequential",413.341674804688,-59.3162565136895,0,"1",-1.15270658949416
2068,"Log_Sequential",463.1025390625,-9.55539225587751,0,"1",-0.853173655911643
2069,"Log_Sequential",499.452514648438,26.7945833300605,0,"1",-0.634366868985715
2070,"Log_Sequential",559.701843261719,87.0439119433415,0,"1",-0.271699169879579
2071,"Log_Sequential",615.547668457031,142.889737138654,0,"1",0.0644618694951024
2072,"Log_Sequential",611.916564941406,139.258633623029,0,"1",0.0426046307915721
2073,"Log_Sequential",485.036407470703,12.3784761523255,0,"1",-0.721143876141677
2074,"Log_Sequential",434.144500732422,-38.5134305859555,0,"1",-1.02748506109271
2075,"Log_Sequential",411.783935546875,-60.8739957715025,0,"1",-1.16208331991492
2076,"Log_Sequential",392.138793945312,-80.5191373730655,0,"1",-1.28033622774372
2077,"Log_Sequential",419.942993164062,-52.7149381543155,0,"1",-1.11297029706462
2078,"Log_Sequential",447.05615234375,-25.6017789746275,0,"1",-0.949764045949176
2079,"Log_Sequential",459.710296630859,-12.9476346875185,12.307495117188,"1",-0.873593082746919
2080,"Log_Sequential",446.912841796875,-25.7450895215025,48.459808349609,"1",-0.950626696330334
2081,"Log_Sequential",459.435791015625,-13.2221403027525,60.297180175781,"1",-0.875245455016619
2082,"Log_Sequential",455.502166748047,-17.1557645703305,95.394378662109,"1",-0.898923701647838
2083,"Log_Sequential",486.753295898438,14.0953645800605,95.379211425781,"1",-0.710809155572337
2084,"Log_Sequential",498.620483398438,25.9625520800605,89.435302734374,"1",-0.639375237808524
2085,"Log_Sequential",472.138549804688,-0.519381513689495,54.249755859374,"1",-0.798781859349029
2086,"Log_Sequential",481.441619873047,8.78368855466948,27.956726074219,"1",-0.742782513066335
2087,"Log_Sequential",508.369720458984,35.7117891406065,23.914764404297,"1",-0.580690212528274
2088,"Log_Sequential",522.553527832031,49.8955965136535,16.816345214844,"1",-0.495311521961194
2089,"Log_Sequential",581.021240234375,108.363308915997,17.0859375,"1",-0.143368168947909
2090,"Log_Sequential",625.787170410156,153.129239091779,18.517761230469,"1",0.126098018790118
2091,"Log_Sequential",682.565307617188,209.90737629881,16.713195800781,"1",0.467871061815657
2092,"Log_Sequential",737.169189453125,264.511258134747,16.604309082031,"1",0.796556287750895
2093,"Log_Sequential",729.337158203125,256.679226884747,2.19647216796898,"1",0.74941178310427
2094,"Log_Sequential",696.613220214844,223.955288896466,60.647583007813,"1",0.552431740852219
2095,"Log_Sequential",692.217041015625,219.559109697247,80.63037109375,"1",0.525969168874487
2096,"Log_Sequential",666.404052734375,193.746121415997,88.565246582031,"1",0.370589228840583
2097,"Log_Sequential",534.963012695312,62.3050813769345,61.5343322753901,"1",-0.420613273432222
2098,"Log_Sequential",479.942535400391,7.28460408201352,39.389709472657,"1",-0.751806174059365
2099,"Log_Sequential",443.477172851562,-29.1807584668155,31.160369873046,"1",-0.971307526805388
2100,"Log_Sequential",404.755889892578,-67.9020414257995,31.545776367187,"1",-1.2043882750957
2101,"Log_Sequential",399.624633789062,-73.0332975293155,34.291290283203,"1",-1.23527560425635
2102,"Log_Sequential",427.986602783203,-44.6713285351745,36.964904785156,"1",-1.06455220743235
2103,"Log_Sequential",444.844696044922,-27.8132352734555,40.472473144531,"1",-0.963075792088583
2104,"Log_Sequential",494.992889404297,22.3349580859195,43.375366210938,"1",-0.661211351130065
2105,"Log_Sequential",532.336853027344,59.6789217089665,45.397644042969,"1",-0.436421304927155
2106,"Log_Sequential",593.424865722656,120.766934404279,48.094116210937,"1",-0.0687051906219148
2107,"Log_Sequential",650.033020019531,177.375088701154,49.399719238281,"1",0.272044649119325
2108,"Log_Sequential",645.762268066406,173.104336748029,39.977294921875,"1",0.246337079924081
2109,"Log_Sequential",514.987243652344,42.3293123339665,23.742401123047,"1",-0.540856375943606
2110,"Log_Sequential",461.815704345703,-10.8422269726745,10.474426269531,"1",-0.860919690541608
2111,"Log_Sequential",438.688323974609,-33.9696073437685,6.53204345703097,"1",-1.00013375347953
2112,"Log_Sequential",417.340454101562,-55.3174772168155,11.686004638671,"1",-1.1286361455538
2113,"Log_Sequential",444.044677734375,-28.6132535840025,14.764373779297,"1",-0.967891460687833
2114,"Log_Sequential",470.281036376953,-2.3768949414245,15.725128173828,"1",-0.809963064789829
2115,"Log_Sequential",494.292999267578,21.6350679492005,15.984985351562,"1",-0.665424303396142
2116,"Log_Sequential",516.426452636719,43.7685213183415,16.182678222657,"1",-0.532193132337252
2117,"Log_Sequential",539.556335449219,66.8984041308415,16.822692871094,"1",-0.392964006083473
2118,"Log_Sequential",569.195861816406,96.5379304980285,17.821105957031,"1",-0.214550419117561
2119,"Log_Sequential",598.569274902344,125.911343583966,20.027099609375,"1",-0.0377386872035406
2120,"Log_Sequential",603.207397460938,130.54946614256,21.7681274414069,"1",-0.00981974976119456
2121,"Log_Sequential",542.421325683594,69.7633943652165,20.933471679688,"1",-0.375718346419254
2122,"Log_Sequential",529.079528808594,56.4215974902165,22.153137207032,"1",-0.456028598599078
2123,"Log_Sequential",551.271118164062,78.6131868456845,22.1950073242181,"1",-0.322447480995026
2124,"Log_Sequential",558.05859375,85.4006624316225,22.700256347656,"1",-0.281590624825038
2125,"Log_Sequential",614.891967773438,142.23403645506,22.109313964844,"1",0.0605149133431529
2126,"Log_Sequential",659.932312011719,187.274380693341,20.844909667969,"1",0.33163292225396
2127,"Log_Sequential",714.705261230469,242.047329912091,16.8505859375,"1",0.661335840504281
2128,"Log_Sequential",766.465026855469,293.807095537091,10.193115234375,"1",0.972901056873409
2129,"Log_Sequential",745.578796386719,272.920865068341,16.84765625,"1",0.847177479176441
2130,"Log_Sequential",675.573913574219,202.915982255841,38.8213500976569,"1",0.425786729102463
2131,"Log_Sequential",655.31103515625,182.653103837872,43.268188476562,"1",0.303815386645175
2132,"Log_Sequential",619.307006835938,146.64907551756,41.992370605469,"1",0.0870910112867178
2133,"Log_Sequential",498.473541259766,25.8156099413885,24.609191894532,"1",-0.64025974836757
2134,"Log_Sequential",453.210815429688,-19.4471158886895,11.162139892579,"1",-0.91271637170076
2135,"Log_Sequential",420.686279296875,-51.9716520215025,6.60388183593699,"1",-1.10849612485774
2136,"Log_Sequential",380.18798828125,-92.4699430371275,6.58102416992199,"1",-1.35227348069585
2137,"Log_Sequential",370.86962890625,-101.788302412128,7.256591796875,"1",-1.40836486016444
2138,"Log_Sequential",394.966888427734,-77.6910428906435,7.15841674804597,"1",-1.26331266013887
2139,"Log_Sequential",407.246612548828,-65.4113187695495,7.31262207031199,"1",-1.18939549964667
2140,"Log_Sequential",453.207366943359,-19.4505643750185,7.38082885742097,"1",-0.912737129684809
2141,"Log_Sequential",488.382904052734,15.7249727343565,7.33441162109295,"1",-0.700999814068192
2142,"Log_Sequential",546.683776855469,74.0258455370915,8.18859863281295,"1",-0.350060743344895
2143,"Log_Sequential",602.559936523438,129.90200520506,9.02923583984398,"1",-0.0137171071902111
2144,"Log_Sequential",610.21435546875,137.556424150372,6.91290283203102,"1",0.0323582694286548
2145,"Log_Sequential",499.932952880859,27.2750215624815,4.85739135742097,"1",-0.631474896040537
2146,"Log_Sequential",461.580902099609,-11.0770292187685,3.76998901367097,"1",-0.862333070446345
2147,"Log_Sequential",443.129669189453,-29.5282621289245,2.90148925781199,"1",-0.973399307020516
2148,"Log_Sequential",415.828155517578,-56.8297758007995,2.6591796875,"1",-1.1377393482025
2149,"Log_Sequential",438.904296875,-33.7536344433775,2.74856567382801,"1",-0.998833715841657
2150,"Log_Sequential",464.297698974609,-8.36023234376853,3.36590576171795,"1",-0.845979452999099
2151,"Log_Sequential",488.001617431641,15.3436861132635,3.98956298828205,"1",-0.703294949047361
2152,"Log_Sequential",509.484008789062,36.8260774706845,4.69461059570301,"1",-0.573982811896408
2153,"Log_Sequential",530.55517578125,57.8972444628725,4.92028808593795,"1",-0.447146018417958
2154,"Log_Sequential",556.833374023438,84.1754427050604,4.57342529296898,"1",-0.288965771226815
2155,"Log_Sequential",582.166564941406,109.508633623029,3.88983154296807,"1",-0.136473946459647
2156,"Log_Sequential",583.204284667969,110.546353349591,2.45788574218795,"1",-0.130227446553146
2157,"Log_Sequential",519.3203125,46.6623811816225,0.411254882812045,"1",-0.514773693443781
2158,"Log_Sequential",501.425140380859,28.7672090624815,1.57098388671903,"1",-0.622492751015594
2159,"Log_Sequential",521.979431152344,49.3214998339665,2.20080566406205,"1",-0.498767267057093
2160,"Log_Sequential",528.042907714844,55.3849763964665,1.97839355468705,"1",-0.462268485342518
2161,"Log_Sequential",582.999755859375,110.341824540997,2.75225830078102,"1",-0.131458597075831
2162,"Log_Sequential",627.231628417969,154.573697099591,3.99102783203102,"1",0.134792858619976
2163,"Log_Sequential",682.997253417969,210.339322099591,4.31628417968705,"1",0.470471137091405
2164,"Log_Sequential",735.596435546875,262.938504228497,2.82867431640602,"1",0.787089177435011
2165,"Log_Sequential",721.328186035156,248.670254716779,3.20617675781205,"1",0.701202191807312
2166,"Log_Sequential",673.577941894531,200.920010576154,15.829772949219,"1",0.413772081417345
2167,"Log_Sequential",658.222595214844,185.564663896466,21.01806640625,"1",0.321341370943477
2168,"Log_Sequential",622.882141113281,150.224209794904,22.829345703125,"1",0.108611346072219
2169,"Log_Sequential",499.512176513672,26.8542451952945,16.7373046875,"1",-0.634007737491858
2170,"Log_Sequential",451.271484375,-21.3864469433775,11.662231445312,"1",-0.924390074090428
2171,"Log_Sequential",417.680999755859,-54.9769315625185,9.11486816406199,"1",-1.12658624870471
2172,"Log_Sequential",377.546661376953,-95.1112699414245,8.67657470703102,"1",-1.36817281058079
2173,"Log_Sequential",368.57373046875,-104.084200849628,8.62246704101602,"1",-1.42218490136447
2174,"Log_Sequential",392.153564453125,-80.5043668652525,8.39138793945301,"1",-1.28024731744037
2175,"Log_Sequential",403.59765625,-69.0602750683775,7.10241699218801,"1",-1.2113602022499
2176,"Log_Sequential",448.408325195312,-24.2496061230655,5.924224853515,"1",-0.94162471181622
2177,"Log_Sequential",483.432281494141,10.7743501757635,5.13037109375,"1",-0.730799829002667
2178,"Log_Sequential",540.866027832031,68.2080965136535,4.40972900390602,"1",-0.385080380922103
2179,"Log_Sequential",596.247741699219,123.589810380841,4.34240722656295,"1",-0.0517130355415941
2180,"Log_Sequential",614.496704101562,141.838772783185,4.83941650390602,"1",0.0581356442339552
1979,"Control",337.529083251953,-378.214489625232,0,"2",-1.60905654018296
1980,"Control",532.753723144531,-182.989849732654,0,"2",-0.433911976944486
1981,"Control",848.641906738281,132.898333861096,0,"2",1.46756051006192
1982,"Control",922.459289550781,206.715716673596,0,"2",1.91190040553995
1983,"Control",967.754089355469,252.010516478284,0,"2",2.18455009649465
1984,"Control",889.653076171875,173.90950329469,0,"2",1.71442511085442
1985,"Control",674.111755371094,-41.6318175060912,0,"2",0.41698534386778
1986,"Control",573.884765625,-141.858807252185,0,"2",-0.186325806582743
1987,"Control",629.245300292969,-86.4982725842162,0,"2",0.146914051709918
1988,"Control",624.532897949219,-91.2106749279662,0,"2",0.118547990965244
1989,"Control",538.511535644531,-177.232037232654,0,"2",-0.399253124151905
1990,"Control",567.272277832031,-148.471295045154,0,"2",-0.226129332836725
1991,"Control",534.5341796875,-181.209393189685,0,"2",-0.423194611412637
1992,"Control",545.391052246094,-170.352520631091,0,"2",-0.357842231876812
1993,"Control",495.895599365234,-219.847973511951,0,"2",-0.655777535483843
1994,"Control",581.881591796875,-133.86198108031,0,"2",-0.138189327477376
1995,"Control",628.743835449219,-86.9997374279662,0,"2",0.143895510171759
1996,"Control",741.946838378906,26.2032655017208,0,"2",0.82531509690164
1997,"Control",795.385437011719,79.6418641345338,0,"2",1.14698596121973
1998,"Control",889.058288574219,173.314715697034,0,"2",1.71084481785425
1999,"Control",925.042907714844,209.299334837659,0,"2",1.92745236066535
2000,"Control",835.103576660156,119.360003782971,0,"2",1.38606723649056
2001,"Control",649.137023925781,-66.6065489514042,0,"2",0.266651247247345
2002,"Control",638.289001464844,-77.4545714123412,0,"2",0.201352140413937
2003,"Control",642.1220703125,-73.6215025646852,0,"2",0.224425098926348
2004,"Control",626.615417480469,-89.1281553967162,0,"2",0.131083608940173
2005,"Control",661.350402832031,-54.3931700451542,0,"2",0.340169046170414
2006,"Control",684.636413574219,-31.1071593029662,0,"2",0.480337976374368
2007,"Control",725.99267578125,10.2491029040648,0,"2",0.729279845163057
2008,"Control",764.669677734375,48.9261048571898,0,"2",0.962094046242326
2009,"Control",726.753967285156,11.0103944079708,0,"2",0.7338623997645
2010,"Control",692.089904785156,-23.6536680920292,0,"2",0.525203878949463
2011,"Control",672.002807617188,-43.7407652599973,0,"2",0.404290642581506
2012,"Control",751.748352050781,36.0047791735958,0,"2",0.884314798524086
2013,"Control",784.684143066406,68.9405701892208,0,"2",1.08257007905254
2014,"Control",736.340881347656,20.5973084704708,0,"2",0.791570330202893
2015,"Control",628.751770019531,-86.9918028576542,0,"2",0.143943271904955
2016,"Control",621.223327636719,-94.5202452404662,0,"2",0.0986262046501055
2017,"Control",758.679382324219,42.9358094470338,0,"2",0.926035774667023
2018,"Control",832.480529785156,116.736956907971,0,"2",1.37027794229096
2019,"Control",953.425537109375,237.68196423219,0,"2",2.09830012169464
2020,"Control",926.496032714844,210.752459837659,0,"2",1.93619937100378
2021,"Control",785.856384277344,70.1128114001588,0,"2",1.08962632403574
2022,"Control",666.792602539062,-48.9509703381232,0,"2",0.372928084175527
2023,"Control",706.379089355469,-9.36448352171624,0,"2",0.611216882073218
2024,"Control",720.623718261719,4.88014538453376,0,"2",0.696961684695163
2025,"Control",650.857971191406,-64.8856016857792,0,"2",0.277010399780202
2026,"Control",677.965026855469,-37.7785460217162,0,"2",0.440179911100874
2027,"Control",639.047302246094,-76.6962706310912,0,"2",0.205916692515945
2028,"Control",646.151489257812,-69.5920836193732,0,"2",0.248679976636452
2029,"Control",569.199035644531,-146.544537232654,0,"2",-0.214531314424282
2030,"Control",636.719665527344,-79.0239073498412,0,"2",0.191905604383124
2031,"Control",684.385070800781,-31.3585020764042,0,"2",0.478825031625808
2032,"Control",781.627197265625,65.8836243884398,0,"2",1.06416895284286
2033,"Control",851.277404785156,135.533831907971,0,"2",1.48342475344286
2034,"Control",955.382629394531,239.639056517346,0,"2",2.11008073688708
2035,"Control",996.726623535156,280.983050657971,0,"2",2.35894875868828
2036,"Control",899.085998535156,183.342425657971,0,"2",1.77120609627081
2037,"Control",692.31884765625,-23.4247252209352,0,"2",0.526581988651222
2038,"Control",676.574401855469,-39.1691710217162,0,"2",0.431809116260875
2039,"Control",673.357116699219,-42.3864561779662,0,"2",0.412442835642633
2040,"Control",657.308776855469,-58.4347960217162,0,"2",0.315840688870774
2041,"Control",687.247314453125,-28.4962584240602,0,"2",0.496054158382383
2042,"Control",700.970153808594,-14.7734190685912,0,"2",0.578658075949591
2043,"Control",736.811828613281,21.0682557360958,0,"2",0.794405172767212
2044,"Control",772.45068359375,56.7071107165648,0,"2",1.00893140620469
2045,"Control",735.4443359375,19.7007630603148,0,"2",0.786173621749386
2046,"Control",697.1650390625,-18.5785338146852,0,"2",0.555753385697216
2047,"Control",668.802062988281,-46.9415098889042,0,"2",0.385023926807081
2048,"Control",741.430847167969,25.6872742907838,0,"2",0.822209114651935
2049,"Control",779.423889160156,63.6803162829708,0,"2",1.05090625432947
2050,"Control",733.289978027344,17.5464051501588,0,"2",0.773205576390036
2051,"Control",621.914733886719,-93.8288389904662,0,"2",0.102788088601453
2052,"Control",613.475708007812,-102.267864869373,0,"2",0.0519898113651215
2053,"Control",746.665344238281,30.9217713610958,0,"2",0.853717897441083
2054,"Control",818.6630859375,102.919513060315,0,"2",1.28710455790485
2055,"Control",942.004577636719,226.261004759534,0,"2",2.02955225032633
2056,"Control",919.822692871094,204.079119993909,0,"2",1.89602954899596
2057,"Control",780.545471191406,64.8018983142208,0,"2",1.05765755901609
2058,"Control",660.328430175781,-55.4151427014042,0,"2",0.334017334934417
2059,"Control",697.46484375,-18.2787291271852,0,"2",0.557558044416233
2060,"Control",709.417663574219,-6.32590930296624,0,"2",0.629507421500646
2061,"Control",639.599426269531,-76.1441466076542,0,"2",0.209240174350679
2062,"Control",664.942504882812,-50.8010679943732,0,"2",0.361791517585374
2063,"Control",625.588012695312,-90.1555601818732,0,"2",0.124899199286828
2064,"Control",631.375854492188,-84.3677183849973,0,"2",0.159738811869675
2065,"Control",554.945556640625,-160.79801623656,0,"2",-0.300329389748639
2066,"Control",619.315185546875,-96.4283873303102,0,"2",0.0871402426117045
