"Year","Treatment","AGB","AGB.c","AGB.d","rep","AGB.sc"
2018,"Log_Sequential",832.480529785156,137.657729649307,0,"2",1.37027794229096
2019,"Log_Sequential",953.425537109375,258.602736973526,0,"2",2.09830012169464
2020,"Log_Sequential",926.496032714844,231.673232578995,0,"2",1.93619937100378
2021,"Log_Sequential",785.856384277344,91.0335841414955,0,"2",1.08962632403574
2022,"Log_Sequential",666.792602539062,-28.0301975967865,0,"2",0.372928084175527
2023,"Log_Sequential",706.379089355469,11.5562892196205,0,"2",0.611216882073218
2024,"Log_Sequential",720.623718261719,25.8009181258705,0,"2",0.696961684695163
2025,"Log_Sequential",650.857971191406,-43.9648289444425,0,"2",0.277010399780202
2026,"Log_Sequential",677.965026855469,-16.8577732803795,0,"2",0.440179911100874
2027,"Log_Sequential",639.047302246094,-55.7754978897545,0,"2",0.205916692515945
2028,"Log_Sequential",646.151489257812,-48.6713108780365,0,"2",0.248679976636452
2029,"Log_Sequential",569.199035644531,-125.623764491318,0,"2",-0.214531314424282
2030,"Log_Sequential",636.719665527344,-58.1031346085045,0,"2",0.191905604383124
2031,"Log_Sequential",684.385070800781,-10.4377293350675,0,"2",0.478825031625808
2032,"Log_Sequential",781.627197265625,86.8043971297765,0,"2",1.06416895284286
2033,"Log_Sequential",851.277404785156,156.454604649307,0,"2",1.48342475344286
2034,"Log_Sequential",955.382629394531,260.559829258682,0,"2",2.11008073688708
2035,"Log_Sequential",996.726623535156,301.903823399307,0,"2",2.35894875868828
2036,"Log_Sequential",899.085998535156,204.263198399307,0,"2",1.77120609627081
2037,"Log_Sequential",692.31884765625,-2.50395247959852,0,"2",0.526581988651222
2038,"Log_Sequential",676.574401855469,-18.2483982803795,0,"2",0.431809116260875
2039,"Log_Sequential",673.357116699219,-21.4656834366295,0,"2",0.412442835642633
2040,"Log_Sequential",657.308776855469,-37.5140232803795,0,"2",0.315840688870774
2041,"Log_Sequential",687.247314453125,-7.57548568272352,0,"2",0.496054158382383
2042,"Log_Sequential",700.970153808594,6.14735367274545,0,"2",0.578658075949591
2043,"Log_Sequential",736.811828613281,41.9890284774325,0,"2",0.794405172767212
2044,"Log_Sequential",772.45068359375,77.6278834579015,0,"2",1.00893140620469
2045,"Log_Sequential",735.4443359375,40.6215358016515,0,"2",0.786173621749386
2046,"Log_Sequential",697.1650390625,2.34223892665148,0,"2",0.555753385697216
2047,"Log_Sequential",668.802062988281,-26.0207371475675,0,"2",0.385023926807081
2048,"Log_Sequential",741.430847167969,46.6080470321205,0,"2",0.822209114651935
2049,"Log_Sequential",779.423889160156,84.6010890243075,0,"2",1.05090625432947
2050,"Log_Sequential",733.289978027344,38.4671778914955,0,"2",0.773205576390036
2051,"Log_Sequential",621.914733886719,-72.9080662491295,0,"2",0.102788088601453
2052,"Log_Sequential",613.475708007812,-81.3470921280365,0,"2",0.0519898113651215
2053,"Log_Sequential",746.665344238281,51.8425441024325,0,"2",0.853717897441083
2054,"Log_Sequential",818.6630859375,123.840285801651,0,"2",1.28710455790485
2055,"Log_Sequential",942.004577636719,247.18177750087,0,"2",2.02955225032633
2056,"Log_Sequential",919.822692871094,224.999892735245,0,"2",1.89602954899596
2057,"Log_Sequential",780.545471191406,85.7226710555575,0,"2",1.05765755901609
2058,"Log_Sequential",660.328430175781,-34.4943699600675,0,"2",0.334017334934417
2059,"Log_Sequential",697.46484375,2.64204361415148,0,"2",0.557558044416233
2060,"Log_Sequential",709.417663574219,14.5948634383705,0,"2",0.629507421500646
2061,"Log_Sequential",639.599426269531,-55.2233738663175,0,"2",0.209240174350679
2062,"Log_Sequential",664.942504882812,-29.8802952530365,0,"2",0.361791517585374
2063,"Log_Sequential",625.588012695312,-69.2347874405365,0,"2",0.124899199286828
2064,"Log_Sequential",631.375854492188,-63.4469456436606,0,"2",0.159738811869675
2065,"Log_Sequential",554.945556640625,-139.877243495224,0,"2",-0.300329389748639
2066,"Log_Sequential",619.315185546875,-75.5076145889735,0,"2",0.0871402426117045
2067,"Log_Sequential",665.150451660156,-29.6723484756925,0,"2",0.36304324239313
2068,"Log_Sequential",759.282958984375,64.4601588485265,0,"2",0.929668972971655
2069,"Log_Sequential",830.986083984375,136.163283848526,0,"2",1.36128220354195
2070,"Log_Sequential",936.519226074219,241.69642593837,0,"2",1.99653346197221
2071,"Log_Sequential",979.58837890625,284.765578770401,0,"2",2.25578598676466
2072,"Log_Sequential",881.289794921875,186.466994786026,0,"2",1.66408277447117
2073,"Log_Sequential",673.160278320312,-21.6625218155365,0,"2",0.411257977261352
2074,"Log_Sequential",656.121154785156,-38.7016453506925,0,"2",0.308691859604764
2075,"Log_Sequential",652.221496582031,-42.6013035538175,0,"2",0.28521806993143
2076,"Log_Sequential",638.943603515625,-55.8791966202235,0,"2",0.205292483402831
2077,"Log_Sequential",669.272766113281,-25.5500340225675,0,"2",0.387857299779609
2078,"Log_Sequential",682.46533203125,-12.3574681045985,0,"2",0.467269263977351
2079,"Log_Sequential",654.867431640625,-39.9553684952235,63.915588378906,"2",0.301145138361418
2080,"Log_Sequential",512.132202148438,-182.690597987411,243.447204589843,"2",-0.558042149742352
2081,"Log_Sequential",464.807647705078,-230.015152430771,256.519561767578,"2",-0.84290984314621
2082,"Log_Sequential",318.022857666016,-376.799942469833,365.64810180664,"2",-1.72647325028282
2083,"Log_Sequential",271.794555664062,-423.028244471787,383.226623535157,"2",-2.00474210914835
2084,"Log_Sequential",167.135665893555,-527.687134242293,558.76350402832,"2",-2.63473085122548
2085,"Log_Sequential",200.587142944336,-494.235657191513,565.866287231445,"2",-2.43337142543706
2086,"Log_Sequential",220.429443359375,-474.393356776474,502.308349609375,"2",-2.31393173038776
2087,"Log_Sequential",209.371444702148,-485.451355433701,402.468215942383,"2",-2.38049477801069
2088,"Log_Sequential",235.667190551758,-459.15560958409,367.656600952148,"2",-2.22220890390959
2089,"Log_Sequential",316.690490722656,-378.132309413193,417.064697265625,"2",-1.73449336378176
2090,"Log_Sequential",377.970703125,-316.852097010849,425.72216796875,"2",-1.36562031333926
2091,"Log_Sequential",478.729644775391,-216.093155360458,447.490264892578,"2",-0.759107106075712
2092,"Log_Sequential",524.292541503906,-170.530258631943,383.47216796875,"2",-0.484843619635823
2093,"Log_Sequential",535.252014160156,-159.570785975693,237.676879882813,"2",-0.418873644149944
2094,"Log_Sequential",545.240295410156,-149.582504725693,108.197570800782,"2",-0.35874970480759
2095,"Log_Sequential",670.633605957031,-24.1891941788175,18.691040039063,"2",0.396048804421139
2096,"Log_Sequential",764.222717285156,69.3999171493075,63.504638671875,"2",0.959403591071445
2097,"Log_Sequential",763.524475097656,68.7016749618075,131.65869140625,"2",0.955200558549957
2098,"Log_Sequential",826.997131347656,132.174331211807,169.645568847656,"2",1.33727091067116
2099,"Log_Sequential",783.019287109375,88.1964869735265,164.385070800781,"2",1.07254856523361
2100,"Log_Sequential",787.601745605469,92.7789454696205,163.58349609375,"2",1.10013243574767
2101,"Log_Sequential",686.792236328125,-8.03056380772352,138.508361816406,"2",0.493314839284462
2102,"Log_Sequential",757.027648925781,62.2048487899325,144.582885742187,"2",0.916093251406835
2103,"Log_Sequential",787.859680175781,93.0368800399325,128.973388671875,"2",1.10168505947457
2104,"Log_Sequential",885.416809082031,190.594008946182,131.678039550781,"2",1.68892512149962
2105,"Log_Sequential",908.883972167969,214.06117203212,85.022216796875,"2",1.83018448881229
2106,"Log_Sequential",981.926574707031,287.103774571182,55.245239257812,"2",2.26986063474243
2107,"Log_Sequential",1002.65289306641,307.830092930561,32.793212890629,"2",2.39462162981649
2108,"Log_Sequential",888.911560058594,194.088759922745,17.70361328125,"2",1.70996159318803
2109,"Log_Sequential",671.249755859375,-23.5730442764735,8.26861572265602,"2",0.399757686702996
2110,"Log_Sequential",653.007141113281,-41.8156590225675,6.37023925781205,"2",0.289947216314
2111,"Log_Sequential",648.447937011719,-46.3748631241295,5.62634277343795,"2",0.262503324418012
2112,"Log_Sequential",635.611877441406,-59.2109226944425,3.93328857421807,"2",0.185237331632683
2113,"Log_Sequential",665.034606933594,-29.7881932022545,3.05334472656295,"2",0.362345921088431
2114,"Log_Sequential",675.65771484375,-19.1650852920985,1.16448974609398,"2",0.42629116648463
2115,"Log_Sequential",709.481628417969,14.6588282821205,0.917297363281023,"2",0.629892454549818
2116,"Log_Sequential",745.563232421875,50.7404322860265,1.53692626953102,"2",0.84708379269978
2117,"Log_Sequential",714.186096191406,19.3632960555575,0.239868164062045,"2",0.65821075356129
2118,"Log_Sequential",677.456787109375,-17.3660130264735,0.672485351562955,"2",0.43712058839052
2119,"Log_Sequential",646.810607910156,-48.0121922256925,1.01348876953193,"2",0.252647507073477
2120,"Log_Sequential",715.771728515625,20.9489283797765,1.61444091796898,"2",0.667755384844137
2121,"Log_Sequential",758.340637207031,63.5178370711825,0.345764160156023,"2",0.923996716057382
2122,"Log_Sequential",717.234619140625,22.4118190047765,2.160888671875,"2",0.676561178854192
2123,"Log_Sequential",606.930053710938,-87.8927464249106,1.81036376953193,"2",0.0125885858638595
2124,"Log_Sequential",598.625427246094,-96.1973728897545,1.60089111328193,"2",-0.0374006810916727
2125,"Log_Sequential",728.515380859375,33.6925807235265,2.01544189453102,"2",0.744465137136672
2126,"Log_Sequential",798.630187988281,103.807387852432,2.68603515625,"2",1.16651757091442
2127,"Log_Sequential",921.471496582031,226.648696446182,3.67120361328102,"2",1.90595443715465
2128,"Log_Sequential",905.37158203125,210.548781895401,4.24456787109398,"2",1.809041839117
2129,"Log_Sequential",771.313232421875,76.4904322860265,3.04168701171898,"2",1.00208457805168
2130,"Log_Sequential",651.653869628906,-43.1689305069425,2.388427734375,"2",0.281801269017983
2131,"Log_Sequential",687.358154296875,-7.46464583897352,2.185791015625,"2",0.496721353055375
2132,"Log_Sequential",699.026428222656,4.2036280868075,2.88897705078102,"2",0.566957920907689
2133,"Log_Sequential",630.099792480469,-64.7230076553795,2.86016845703102,"2",0.152057622977474
2134,"Log_Sequential",654.68408203125,-40.1387181045985,3.00982666015602,"2",0.30004147492658
2135,"Log_Sequential",615.568176269531,-79.2546238663175,2.62353515625,"2",0.0645853152055237
2136,"Log_Sequential",620.394470214844,-74.4283299210045,2.50830078125,"2",0.0936369405205765
2137,"Log_Sequential",544.556213378906,-150.266586756943,2.49987792968705,"2",-0.362867501005216
2138,"Log_Sequential",608.069274902344,-86.7535252335045,3.898681640625,"2",0.019446068557353
2139,"Log_Sequential",654.087341308594,-40.7354588272545,5.012451171875,"2",0.296449425192089
2140,"Log_Sequential",747.508117675781,52.6853175399325,6.823974609375,"2",0.858790928302683
2141,"Log_Sequential",818.117736816406,123.294936680557,5.00354003906205,"2",1.2838218572423
2142,"Log_Sequential",921.962097167969,227.13929703212,0.125610351562955,"2",1.90890758185813
2143,"Log_Sequential",965.280578613281,270.457778477432,2.48669433593795,"2",2.16966092726686
2144,"Log_Sequential",866.176696777344,171.353896641495,1.95202636718705,"2",1.57311026645165
2145,"Log_Sequential",657.420043945312,-37.4027561905365,1.06762695312591,"2",0.316510455329395
2146,"Log_Sequential",640.949157714844,-53.8736424210045,0.448120117187045,"2",0.217364812565734
2147,"Log_Sequential",636.657470703125,-58.1653294327235,0.215209960937045,"2",0.191531225874434
2148,"Log_Sequential",625.232604980469,-69.5901951553795,0.6376953125,"2",0.122759841037477
2149,"Log_Sequential",655.117858886719,-39.7049412491295,0.874816894531023,"2",0.302652572140761
2150,"Log_Sequential",666.535705566406,-28.2870945694425,0.977355957031932,"2",0.371381706213733
2151,"Log_Sequential",701.711669921875,6.88886978602648,0.838073730468977,"2",0.583121593615984
2152,"Log_Sequential",739.248107910156,44.4253077743075,0.742614746093977,"2",0.809070229246909
2153,"Log_Sequential",708.699157714844,13.8763575789955,0.818908691406023,"2",0.625182412860527
2154,"Log_Sequential",672.738098144531,-22.0847019913175,0.285766601562955,"2",0.408716685657233
2155,"Log_Sequential",644.336975097656,-50.4858250381925,0.851867675781023,"2",0.237757603049798
2156,"Log_Sequential",714.960754394531,20.1379542586825,1.62335205078102,"2",0.662873768313277
2157,"Log_Sequential",757.228088378906,62.4052882430575,1.75036621093705,"2",0.917299786267025
2158,"Log_Sequential",715.79150390625,20.9687037704015,1.59405517578102,"2",0.667874421779186
2159,"Log_Sequential",606.365417480469,-88.4573826553795,1.45104980468795,"2",0.0091897874498469
2160,"Log_Sequential",597.236389160156,-97.5864109756925,1.0537109375,"2",-0.0457619235850349
2161,"Log_Sequential",727.84375,33.0209498641515,2.15087890625,"2",0.740422290120373
2162,"Log_Sequential",798.263916015625,103.441115879776,2.379638671875,"2",1.16431281583038
2163,"Log_Sequential",919.655029296875,224.832229161026,2.594970703125,"2",1.89502030683367
2164,"Log_Sequential",900.69287109375,205.870070957901,2.03228759765602,"2",1.78087858203945
2165,"Log_Sequential",765.163513183594,70.3407130477455,0.334777832031023,"2",0.965066663037027
2166,"Log_Sequential",645.5869140625,-49.2358860733485,0.708557128906023,"2",0.245281545620391
2167,"Log_Sequential",680.636962890625,-14.1858372452235,0.238830566406023,"2",0.456263491056572
2168,"Log_Sequential",691.926574707031,-2.8962254288175,0.65966796875,"2",0.524220722041464
2169,"Log_Sequential",623.990051269531,-70.8327488663175,0.35595703125,"2",0.115280353618553
2170,"Log_Sequential",648.784484863281,-46.0383152725675,0.519714355468977,"2",0.264529156701531
2171,"Log_Sequential",610.189453125,-84.6333470108485,0.453063964843977,"2",0.0322083710660004
2172,"Log_Sequential",614.925720214844,-79.8970799210045,0.330444335937955,"2",0.0607180844082199
2173,"Log_Sequential",539.609069824219,-155.21373031163,0.501953125,"2",-0.392646574256675
2174,"Log_Sequential",601.953735351562,-92.8690647842865,1.67572021484307,"2",-0.0173661036065996
2175,"Log_Sequential",646.788757324219,-48.0340428116295,2.22985839843795,"2",0.252515978608209
2176,"Log_Sequential",737.831604003906,43.0088038680575,2.59332275390602,"2",0.800543657677092
2177,"Log_Sequential",808.367126464844,113.544326328995,0.898315429687955,"2",1.22512856550822
2178,"Log_Sequential",913.372314453125,218.549514317276,2.29876708984398,"2",1.85720183169102
2179,"Log_Sequential",960.92724609375,266.104445957901,2.88812255859398,"2",2.1434562686484
2180,"Log_Sequential",951.185729980469,256.36292984462,2.68444824218705,"2",2.08481771920853
1979,"Control",337.529083251953,-314.290722082157,0,"3",-1.60905654018296
1980,"Control",532.753723144531,-119.066082189579,0,"3",-0.433911976944486
1981,"Control",848.641906738281,196.822101404171,0,"3",1.46756051006192
1982,"Control",922.459289550781,270.639484216671,0,"3",1.91190040553995
1983,"Control",967.754089355469,315.934284021359,0,"3",2.18455009649465
1984,"Control",889.653076171875,237.833270837765,0,"3",1.71442511085442
1985,"Control",674.111755371094,22.2919500369838,0,"3",0.41698534386778
1986,"Control",573.884765625,-77.9350397091101,0,"3",-0.186325806582743
1987,"Control",629.245300292969,-22.5745050411412,0,"3",0.146914051709918
1988,"Control",624.532897949219,-27.2869073848912,0,"3",0.118547990965244
1989,"Control",538.511535644531,-113.308269689579,0,"3",-0.399253124151905
1990,"Control",567.272277832031,-84.5475275020791,0,"3",-0.226129332836725
1991,"Control",447.187225341797,-204.632579992313,0,"3",-0.948975058856527
1992,"Control",424.906951904297,-226.912853429813,0,"3",-1.08309000567856
1993,"Control",566.062133789062,-85.7576715450481,0,"3",-0.233413731945428
1994,"Control",663.278686523438,11.4588811893278,0,"3",0.351776249531553
1995,"Control",796.705810546875,144.886005212765,0,"3",1.15493388102194
1996,"Control",798.268859863281,146.449054529171,0,"3",1.16434257506414
1997,"Control",687.085021972656,35.2652166385459,0,"3",0.495077247239494
1998,"Control",595.165588378906,-56.6542169552041,0,"3",-0.0582270011540084
1999,"Control",645.870910644531,-5.94889468957911,0,"3",0.246991048270956
2000,"Control",669.645690917969,17.8258855838588,0,"3",0.390102101239952
2001,"Control",610.859191894531,-40.9606134395791,0,"3",0.0362398287459196
2002,"Control",645.048522949219,-6.77128238489115,0,"3",0.242040728323884
2003,"Control",510.358764648438,-141.461040685672,0,"3",-0.568717264510216
2004,"Control",478.389190673828,-173.430614660282,0,"3",-0.761156451827888
2005,"Control",593.981079101562,-57.8387262325481,0,"3",-0.0653570931246851
2006,"Control",669.503234863281,17.6834295291709,0,"3",0.389244594430058
2007,"Control",798.115417480469,146.295612146359,0,"3",1.16341893662367
2008,"Control",819.864074707031,168.044269372921,0,"3",1.29433384732139
2009,"Control",745.245422363281,93.4256170291709,0,"3",0.845170751586196
2010,"Control",652.129028320312,0.309222986201917,0,"3",0.28466146204069
2011,"Control",698.681396484375,46.8615911502649,0,"3",0.564881020309441
2012,"Control",717.566711425781,65.7469060916709,0,"3",0.678560191087532
2013,"Control",651.44384765625,-0.375957677860129,0,"3",0.280537052680008
2014,"Control",681.37548828125,29.5556829471399,0,"3",0.460709006223531
2015,"Control",535.433166503906,-116.386638830204,0,"3",-0.417783207041222
2016,"Control",497.808990478516,-154.010814855594,0,"3",-0.644259977221938
2017,"Control",612.311706542969,-39.5080987911412,0,"3",0.0449831651048717
2018,"Control",686.601989746094,34.7821844119838,0,"3",0.492169659881537
2019,"Control",815.118408203125,163.298602869015,0,"3",1.26576755469523
2020,"Control",832.462646484375,180.642841150265,0,"3",1.37017029469229
2021,"Control",751.426452636719,99.6066473026088,0,"3",0.882377141748011
2022,"Control",654.166931152344,2.34712581823385,0,"3",0.296928512115867
2023,"Control",697.768981933594,45.9491765994838,0,"3",0.559388788389536
2024,"Control",713.459716796875,61.6399114627649,0,"3",0.653838350585922
2025,"Control",646.285583496094,-5.53422183801615,0,"3",0.249487149927514
2026,"Control",674.41552734375,22.5957220096399,0,"3",0.418813883453394
2027,"Control",529.46728515625,-122.35252017786,0,"3",-0.453694519437452
2028,"Control",491.646148681641,-160.173656652469,0,"3",-0.68135688279534
2029,"Control",602.179748535156,-49.6400567989541,0,"3",-0.0160056290063298
2030,"Control",671.853942871094,20.0341375369838,0,"3",0.403394558987107
2031,"Control",794.37060546875,142.55080013464,0,"3",1.14087723554361
2032,"Control",810.268371582031,158.448566247921,0,"3",1.23657301157853
2033,"Control",740.128662109375,88.3088567752649,0,"3",0.814370679438126
2034,"Control",649.263854980469,-2.55595035364115,0,"3",0.267414700182632
2035,"Control",692.680725097656,40.8609197635459,0,"3",0.52876029108303
2036,"Control",708.124084472656,56.3042791385459,0,"3",0.62172078939746
2037,"Control",641.88671875,-9.93308658411013,0,"3",0.223008412440084
2038,"Control",670.00537109375,18.1855657596399,0,"3",0.392267177345644
2039,"Control",525.764953613281,-126.054851720829,0,"3",-0.475980511545929
2040,"Control",487.594451904297,-164.225353429813,0,"3",-0.705745860756353
2041,"Control",597.148376464844,-54.6714288692662,0,"3",-0.0462917114255904
2042,"Control",666.727233886719,14.9074285526088,0,"3",0.372534600973563
2043,"Control",789.736389160156,137.916583826046,0,"3",1.11298181156991
2044,"Control",807.472473144531,155.652667810421,0,"3",1.21974324639109
2045,"Control",738.349060058594,86.5292547244838,0,"3",0.803658457477547
2046,"Control",647.520385742188,-4.29941959192217,0,"3",0.256919977807081
2047,"Control",690.709289550781,38.8894842166709,0,"3",0.516893337372884
2048,"Control",706.506530761719,54.6867254276088,0,"3",0.611984008987979
2049,"Control",639.975158691406,-11.8446466427041,0,"3",0.211501876116613
2050,"Control",667.075500488281,15.2556951541709,0,"3",0.374630973663037
2051,"Control",522.608459472656,-129.211345861454,0,"3",-0.49498086380828
2052,"Control",484.116851806641,-167.702953527469,0,"3",-0.72667909362146
2053,"Control",593.155517578125,-58.6642877559851,0,"3",-0.0703265177650365
2054,"Control",662.112121582031,10.2923162479209,0,"3",0.344754172557492
2055,"Control",782.205078125,130.38527279089,0,"3",1.06764747661152
2056,"Control",796.803894042969,144.984088708859,0,"3",1.15552428952387
2057,"Control",728.828674316406,77.0088689822959,0,"3",0.746350990802125
2058,"Control",639.946716308594,-11.8730890255162,0,"3",0.211330668672995
2059,"Control",682.332946777344,30.5131414432338,0,"3",0.466472377828828
2060,"Control",697.236022949219,45.4162176151088,0,"3",0.556180669510372
2061,"Control",632.954528808594,-18.8652765255162,0,"3",0.169241559786482
2062,"Control",660.838806152344,9.01900081823385,0,"3",0.337089516572942
2063,"Control",518.569274902344,-133.250530431766,0,"3",-0.519294525190013
2064,"Control",480.537322998047,-171.282482336063,0,"3",-0.7482258810592
2065,"Control",588.155822753906,-63.6639825802041,0,"3",-0.100421920649454
2066,"Control",656.410949707031,4.59114437292089,0,"3",0.310436265060361
2067,"Control",777.341613769531,125.521808435421,0,"3",1.03837210594633
2068,"Control",793.302490234375,141.482684900265,0,"3",1.13444777145916
2069,"Control",727.302001953125,75.4821966190149,0,"3",0.737161265936743
2070,"Control",639.210144042969,-12.6096612911412,0,"3",0.206896910240362
2071,"Control",681.342224121094,29.5224187869838,0,"3",0.460508774342045
2072,"Control",695.671569824219,43.8517644901088,0,"3",0.546763525315373
2073,"Control",630.584533691406,-21.2352716427041,0,"3",0.154975497477966
2074,"Control",657.786926269531,5.96712093542089,0,"3",0.318718884392916
2075,"Control",515.599365234375,-136.220440099735,0,"3",-0.537171741926299
2076,"Control",477.414642333984,-174.405163000126,0,"3",-0.767022694858537
2077,"Control",584.115173339844,-67.7046319942662,0,"3",-0.124744399581931
2078,"Control",651.738586425781,-0.0812189083291059,0,"3",0.282311217369366
2079,"Control",772.384765625,120.56496029089,0,"3",1.00853461642119
2080,"Control",790.258056640625,138.438251306515,0,"3",1.11612196182876
2081,"Control",725.440185546875,73.6203802127649,0,"3",0.725954158940634
2082,"Control",637.763244628906,-14.0565607052041,0,"3",0.198187374492597
2083,"Control",679.934387207031,28.1145818729209,0,"3",0.452034373280797
2084,"Control",693.941101074219,42.1212957401088,0,"3",0.536347058702677
2085,"Control",628.463623046875,-23.3561822872351,0,"3",0.142208786193947
2086,"Control",654.74072265625,2.92091732213987,0,"3",0.300382420222029
2087,"Control",512.738708496094,-139.081096838016,0,"3",-0.554391316336232
2088,"Control",474.429351806641,-177.390453527469,0,"3",-0.784992495877634
2089,"Control",579.857971191406,-71.9618341427041,0,"3",-0.150370406432792
2090,"Control",645.916564941406,-5.90324039270411,0,"3",0.247265861935823
2091,"Control",763.85888671875,112.03908138464,0,"3",0.957213531905311
2092,"Control",779.449401855469,127.629596521359,0,"3",1.0510598266716
2093,"Control",718.689208984375,66.8694036502649,0,"3",0.685317006743363
2094,"Control",635.087707519531,-16.7320978145791,0,"3",0.182082118057985
2095,"Control",677.566955566406,25.7471502322959,0,"3",0.437783741686086
2096,"Control",691.757507324219,39.9377019901088,0,"3",0.523203029726386
2097,"Control",627.176635742188,-24.6431695919222,0,"3",0.134461833069115
2098,"Control",653.664306640625,1.84450130651487,0,"3",0.293902990016699
2099,"Control",511.960357666016,-139.859447668094,0,"3",-0.559076558664052
2100,"Control",473.311676025391,-178.508129308719,0,"3",-0.791720287095597
2101,"Control",578.61474609375,-73.2050592403601,0,"3",-0.157853935229137
2102,"Control",645.715148925781,-6.10465640832911,0,"3",0.24605344870847
2103,"Control",765.368957519531,113.549152185421,0,"3",0.966303324528923
2104,"Control",781.604919433594,129.785114099484,0,"3",1.06403485259196
2105,"Control",718.409973144531,66.5901678104209,0,"3",0.683636161132714
2106,"Control",632.763977050781,-19.0558282833291,0,"3",0.168094543393815
2107,"Control",674.202880859375,22.3830755252649,0,"3",0.417533869003668
2108,"Control",687.7236328125,35.9038274783899,0,"3",0.498921331966098
2109,"Control",623.441711425781,-28.3780939083291,0,"3",0.111979650456573
2110,"Control",650.020568847656,-1.79923648645411,0,"3",0.271969699937998
2111,"Control",509.408905029297,-142.410900304813,0,"3",-0.574434895071028
2112,"Control",471.335968017578,-180.483837316532,0,"3",-0.803612958662084
2113,"Control",575.736145019531,-76.0836603145791,0,"3",-0.17518152463569
2114,"Control",641.449523925781,-10.3702814083291,0,"3",0.220376740940832
2115,"Control",759.535095214844,107.715289880734,0,"3",0.931186693893533
2116,"Control",776.251953125,124.43214779089,0,"3",1.03181295038636
2117,"Control",716.619323730469,64.7995183963588,0,"3",0.672857440143606
2118,"Control",633.426513671875,-18.3932916622351,0,"3",0.17208264811591
2119,"Control",675.563110351562,23.7433050174519,0,"3",0.425721699665719
2120,"Control",689.179626464844,37.3598211307338,0,"3",0.507685610008066
2121,"Control",624.396118164062,-27.4236871700481,0,"3",0.117724652164483
2122,"Control",650.757751464844,-1.06205386926615,0,"3",0.27640713235011
2123,"Control",509.478912353516,-142.340892980594,0,"3",-0.574013489625034
2124,"Control",470.431182861328,-181.388622472782,0,"3",-0.80905926583853
2125,"Control",575.049560546875,-76.7702447872351,0,"3",-0.17931438414917
2126,"Control",641.681701660156,-10.1381036739541,0,"3",0.221774322733817
2127,"Control",759.166442871094,107.346637536984,0,"3",0.92896761028953
2128,"Control",773.774719238281,121.954913904171,0,"3",1.01690136988376
2129,"Control",712.763244628906,60.9434392947959,0,"3",0.649645972604915
2130,"Control",629.402893066406,-22.4169122677041,0,"3",0.147862673210832
2131,"Control",671.246154785156,19.4263494510459,0,"3",0.399736010224081
2132,"Control",684.867736816406,33.0479314822959,0,"3",0.481730414596082
2133,"Control",621.335815429688,-30.4839899044222,0,"3",0.0993033190676858
2134,"Control",648.039123535156,-3.78068179895411,0,"3",0.260042492964431
2135,"Control",507.734161376953,-144.085643957157,0,"3",-0.58451592735749
2136,"Control",469.4501953125,-182.36961002161,0,"3",-0.814964269352657
2137,"Control",573.390563964844,-78.4292413692662,0,"3",-0.189300627765128
2138,"Control",638.8720703125,-12.9477350216101,0,"3",0.204861893008147
2139,"Control",756.832275390625,105.012470056515,0,"3",0.914917210576305
2140,"Control",773.322021484375,121.502216150265,0,"3",1.0141763793058
2141,"Control",713.377380371094,61.5575750369838,0,"3",0.653342730754499
2142,"Control",630.26025390625,-21.5595514278601,0,"3",0.15302351218193
2143,"Control",671.860961914062,20.0411565799519,0,"3",0.403436809751086
2144,"Control",685.122131347656,33.3023260135459,0,"3",0.483261729242023
2145,"Control",620.844665527344,-30.9751398067662,0,"3",0.0963468677826829
2146,"Control",646.833251953125,-4.98655338098513,0,"3",0.252783811712068
2147,"Control",506.528228759766,-145.291576574344,0,"3",-0.591774976007799
2148,"Control",468.222900390625,-183.596904943485,0,"3",-0.822351907284658
2149,"Control",571.69287109375,-80.1269342403601,0,"3",-0.199519801679919
2150,"Control",636.727233886719,-15.0925714473912,0,"3",0.191951161728636
2151,"Control",753.761291503906,101.941486169796,0,"3",0.896431582838656
2152,"Control",770.0595703125,118.23976497839,0,"3",0.994538224206276
2153,"Control",711.794738769531,59.9749334354209,0,"3",0.643816101971088
2154,"Control",629.941711425781,-21.8780939083291,0,"3",0.151106062292974
2155,"Control",672.016784667969,20.1969793338588,0,"3",0.404374776711524
2156,"Control",685.522766113281,33.7029607791709,0,"3",0.485673329370611
2157,"Control",621.023986816406,-30.7958185177041,0,"3",0.0974262829529715
2158,"Control",647.052551269531,-4.76725406457911,0,"3",0.25410387253809
2159,"Control",506.350189208984,-145.469616125126,0,"3",-0.592846675821194
2160,"Control",467.624664306641,-184.195141027469,0,"3",-0.825952958268866
2161,"Control",571.294128417969,-80.5256769161412,0,"3",-0.201920012472128
2162,"Control",637.128234863281,-14.6915704708291,0,"3",0.194364966244908
2163,"Control",753.786804199219,101.966998865109,0,"3",0.89658515518079
2164,"Control",768.372619628906,116.552814294796,0,"3",0.984383712330277
2165,"Control",709.025451660156,57.2056463260459,0,"3",0.627146522288835
2166,"Control",627.103576660156,-24.7162286739541,0,"3",0.134022057725735
2167,"Control",668.451721191406,16.6319158572959,0,"3",0.382915062587383
2168,"Control",681.284545898438,29.4647405643278,0,"3",0.460161583281487
2169,"Control",617.955017089844,-33.8647882442662,0,"3",0.0789527793476003
2170,"Control",644.232299804688,-7.58750552942217,0,"3",0.237127515569527
